title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Warren Buffett Has Two-Thirds of Berkshire Hathaway's $297 Billion Portfolio Invested in 5 Magnificent Stocks,https://www.fool.com/investing/2025/02/07/warren-buffett-two-thirds-297-billion-in-5-stocks/,20250207T095100,['Sean Williams'],Almost $195 billion of Berkshire's invested assets can be traced to five of Buffett's top investing ideas.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F806355%2Fbuffett11-tmf.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}]",0.297762,Somewhat-Bullish,"[{'ticker': 'AXP', 'relevance_score': '0.174587', 'ticker_sentiment_score': '0.180841', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.174587', 'ticker_sentiment_score': '0.197666', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.145848', 'ticker_sentiment_score': '0.151484', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CVX', 'relevance_score': '0.174587', 'ticker_sentiment_score': '0.184544', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KO', 'relevance_score': '0.174587', 'ticker_sentiment_score': '0.20726', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.116914', 'ticker_sentiment_score': '0.123997', 'ticker_sentiment_label': 'Neutral'}]"
Apple's Pixar-Style Smart Tabletop Robot Prototype Has Anime-Like Moves - Here's When You Can Possibly Get One - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/25/02/43554585/apples-pixar-style-smart-tabletop-robot-prototype-has-anime-like-movesheres-when-you-can-possibly-get-one,20250207T094311,['Ananya Gairola'],"Apple Inc. AAPL has made a tabletop robot prototype with lifelike, anime-style movements, hinting at a future home assistant that could blend personality with functionality.",https://cdn.benzinga.com/files/images/story/2025/02/07/Apple-Inc-.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.243577,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.474958', 'ticker_sentiment_score': '0.293839', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Apple Faces Mounting Pressure From UK Government To Grant Spying Access To Encrypted Data Of Users Worldwide - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/news/global/25/02/43554574/apple-faces-mounting-pressure-from-uk-government-to-grant-spying-access-to-encrypted-data-of-users-wo,20250207T094119,['Rounak Jain'],"Apple Inc. AAPL has reportedly been asked by the UK to create a backdoor for accessing encrypted data of its users worldwide. What Happened: According to a report by The Washington Post, security officials in the UK have demanded that Apple develop a backdoor to access all content uploaded by any ...",https://cdn.benzinga.com/files/images/story/2025/02/07/Apple-Collab-With-Novatek.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.038564,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.88183', 'ticker_sentiment_score': '-0.120983', 'ticker_sentiment_label': 'Neutral'}]"
The DeepSeek News Makes Apple's Artificial Intelligence Strategy Look Genius,https://www.fool.com/investing/2025/02/07/deepseek-apple-stock-artificial-intelligence/,20250207T091000,['David Jagielski'],News of a new artificial intelligence ( AI ) large language model ( LLM ) in China that could rival OpenAI's ChatGPT and other top LLMs in North America has some tech investors worried. That's because DeepSeek's LLM was developed on a shoestring budget ( reported at around $6 million ) and its ...,https://g.foolcdn.com/editorial/images/806064/futuristic-image-showing-artificial-intelligence-concepts-next-to-a-persons-face.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}]",0.087697,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.054732', 'ticker_sentiment_score': '-0.077814', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.054732', 'ticker_sentiment_score': '-0.077814', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.589946', 'ticker_sentiment_score': '0.216311', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Alphabet's Verily Sells Granular Insurance To Elevance Health Amid Healthcare Strategy Refocus - Apple  ( NASDAQ:AAPL ) , Elevance Health  ( NYSE:ELV ) ",https://www.benzinga.com/markets/equities/25/02/43552171/alphabets-verily-sells-granular-insurance-to-elevance-health-amid-healthcare-strategy-refocus,20250207T053910,['Kaustubh Bagalkote'],"Verily, Alphabet Inc.'s GOOGL GOOG health technology subsidiary, announced Thursday it will sell its stop-loss insurance business, Granular Insurance Company, to Elevance Health ELV. The deal marks another strategic pivot for the Alphabet unit as it refocuses its healthcare initiatives.",https://cdn.benzinga.com/files/images/story/2025/02/07/Cost-Of-Retirement-Living--Health-Insura.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.221236,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.150785', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ELV', 'relevance_score': '0.250386', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSREF', 'relevance_score': '0.126784', 'ticker_sentiment_score': '0.105538', 'ticker_sentiment_label': 'Neutral'}]"
"Gaming Market to grow by USD 100.8 Billion from 2025-2029, Driven by rising AR and VR adoption, with AI redefining the market landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43551916/gaming-market-to-grow-by-usd-100-8-billion-from-2025-2029-driven-by-rising-ar-and-vr-adoption-with,20250207T052400,['PRNewswire'],"NEW YORK, Feb. 7, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global gaming market size is estimated to grow by USD 100.8 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 8.4% during the forecast period.",https://mma.prnewswire.com/media/2614811/Technavio__announced_its_latest_market_research_report_titled_Global_Gaming_Market_2025_2029_.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.351651,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTES', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NCBDF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DNACF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SQNXF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBSFF', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EA', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.022018', 'ticker_sentiment_score': '0.107664', 'ticker_sentiment_label': 'Neutral'}]"
iPhone SE Could Be Unveiled As Early As Next Week - Apple's Budget Model To Feature iPhone 14 Design And AI Features - Qualcomm  ( NASDAQ:QCOM ) ,https://www.benzinga.com/media/25/02/43550876/iphone-se-could-be-unveiled-as-early-as-next-week-apples-budget-model-to-feature-iphone-14-design-and-ai-fe,20250207T024241,['Ananya Gairola'],"Apple Inc. AAPL is reportedly launching a major update to its budget-friendly iPhone SE in the coming days. What Happened: The announcement is expected as early as next week, with the device hitting the shelves later in February, reported Bloomberg, citing people with knowledge of the matter.",https://cdn.benzinga.com/files/images/story/2025/02/06/iPhone.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.147021,Neutral,"[{'ticker': 'QCOM', 'relevance_score': '0.217834', 'ticker_sentiment_score': '0.16669', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.666827', 'ticker_sentiment_score': '0.095389', 'ticker_sentiment_label': 'Neutral'}]"
"Music Production Software Market to Grow by USD 432.8 Million  ( 2025-2029 ) , Boosted by Rising Number of Musicians and Artists, AI Redefining Market Landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43550743/music-production-software-market-to-grow-by-usd-432-8-million-2025-2029-boosted-by-rising-number-o,20250207T022800,['PRNewswire'],"NEW YORK, Feb. 6, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global music production software market size is estimated to grow by USD 432.8 million from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of almost 7.7% during the forecast ...",https://mma.prnewswire.com/media/2614462/Technavio__Global_Music_Production_Software_Market.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.360864,Bullish,"[{'ticker': 'ADBE', 'relevance_score': '0.023933', 'ticker_sentiment_score': '0.040844', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'YAMCF', 'relevance_score': '0.023933', 'ticker_sentiment_score': '0.040844', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.023933', 'ticker_sentiment_score': '0.040844', 'ticker_sentiment_label': 'Neutral'}]"
"Skyworks Hits Roadblock With Apple Content Loss, Analysts See Tough Road For Recovery - Skyworks Solutions  ( NASDAQ:SWKS ) ",https://www.benzinga.com/25/02/43540329/skyworks-faces-tough-road-ahead-analysts-apprehensive-amid-apple-content-loss-and-slower-recovery,20250206T184032,['Nabaparna Bhattacharya'],"Skyworks downgraded by analyst after losing Apple content, with 20-25% reduction expected in iPhone 17, impacting revenue till FY26. Analysts see slow recovery for Skyworks, with Android growth offsetting Apple decline, but competition and 5G risks persist long-term.",https://cdn.benzinga.com/files/images/story/2025/02/06/Price-Action.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.992549'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.18131,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.356609', 'ticker_sentiment_score': '-0.036433', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.073773', 'ticker_sentiment_score': '-0.084656', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BNXYF', 'relevance_score': '0.073773', 'ticker_sentiment_score': '0.322272', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
5 Sector ETFs Walk a Tightrope Amid Trade Tensions,https://www.zacks.com/stock/news/2411504/5-sector-etfs-walk-a-tightrope-amid-trade-tensions,20250206T180000,['Sanghamitra Saha'],These sectors and their related stocks and ETFs could be under the spotlight amid the escalating trade tensions.,https://staticx-tuner.zacks.com/images/articles/main/ba/1610.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.980509'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.019135,Neutral,"[{'ticker': 'STZ', 'relevance_score': '0.148426', 'ticker_sentiment_score': '-0.00639', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.099271', 'ticker_sentiment_score': '-0.026405', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SMDZF', 'relevance_score': '0.049732', 'ticker_sentiment_score': '-0.02899', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.049732', 'ticker_sentiment_score': '-0.004972', 'ticker_sentiment_label': 'Neutral'}]"
Sonos Beats Revenue Targets Despite Dip,https://www.fool.com/data-news/2025/02/06/sonos-beats-revenue-targets-despite-dip/,20250206T174141,['JesterAI'],"Sonos reported mixed first-quarter fiscal 2025 results, with revenue and earnings per share beating expectations despite revenue falling year over year.",https://cdn.content.foolcdn.com/images/1umn9qeh/production/0229154863eb954f661212af6db91139ce10752f-600x400.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999346'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.239558,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.153961', 'ticker_sentiment_score': '0.294056', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SONO', 'relevance_score': '0.50325', 'ticker_sentiment_score': '0.527853', 'ticker_sentiment_label': 'Bullish'}]"
"Qualcomm Posts Record Revenue As Analysts Flag Huawei, Tariff Risks - Qualcomm  ( NASDAQ:QCOM ) ",https://www.benzinga.com/news/earnings/earnings-beats/25/02/43534077/qualcomm-posts-record-revenue-as-analysts-flag-huawei-tariff-risks,20250206T155614,['Priya Nigam'],"Qualcomm reported revenues of $11.7B, above consensus of $10.9B, driven by robust QCT performance. The company guided to flat QTL revenue growth, exerting pressure on the stock. NOW OPEN: 200 Charter Memberships to Benzinga Trade Alerts",https://cdn.benzinga.com/files/images/story/2025/02/06/Future-Plans.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.998947'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.242085,Somewhat-Bullish,"[{'ticker': 'SSNLF', 'relevance_score': '0.126119', 'ticker_sentiment_score': '0.252148', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SSTK', 'relevance_score': '0.063258', 'ticker_sentiment_score': '0.286651', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.126119', 'ticker_sentiment_score': '-0.079053', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.697809', 'ticker_sentiment_score': '0.43124', 'ticker_sentiment_label': 'Bullish'}]"
"Industry Comparison: Evaluating Apple Against Competitors In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/insights/news/25/02/43530998/industry-comparison-evaluating-apple-against-competitors-in-technology-hardware-storage-amp-periphe,20250206T150037,['Benzinga Insights'],"In today's rapidly changing and fiercely competitive business landscape, it is vital for investors and industry enthusiasts to carefully evaluate companies. In this article, we will perform a comprehensive industry comparison, evaluating Apple AAPL against its key competitors in the Technology ...",https://www.benzinga.com/files/images/story/2025/1738854033_0.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.692272'}]",0.273402,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.604961', 'ticker_sentiment_score': '0.397465', 'ticker_sentiment_label': 'Bullish'}]"
"JAMF Stock: Apple Adoption, Rule Of 40 Could Unlock 29% Upside, Says JPMorgan - Jamf Holding  ( NASDAQ:JAMF ) ",https://www.benzinga.com/25/02/43530552/jamf-stock-apple-adoption-rule-of-40-could-unlock-29-upside-says-jpmorgan,20250206T145158,['Surbhi Jain'],"JPMorgan sees 29% upside for JAMF stock as Apple enterprise adoption grows and valuation re-rates. JAMF's Rule of 40 potential and security-driven growth could drive a significant earnings rebound. Next: Access Our New, Shockingly Simple 'Alert System'",https://cdn.benzinga.com/files/images/story/2025/02/06/Munich--Bavaria--Germany---March-31-2023.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.980716'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.288421,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.249531', 'ticker_sentiment_score': '0.180119', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JAMF', 'relevance_score': '0.710888', 'ticker_sentiment_score': '0.337971', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Disney's Streaming Profits Grow in Q1: How to Play the Stock,https://www.zacks.com/stock/news/2411035/disneys-streaming-profits-grow-in-q1-how-to-play-the-stock,20250206T142400,['Vasundhara Sawalka'],"DIS' streaming success signals strong potential, but near-term headwinds suggest patience, indicating investors to hold the stock as the transformation unfolds in 2025.",https://staticx-tuner.zacks.com/images/articles/main/18/1849.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Earnings', 'relevance_score': '0.917436'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.463285,Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.07913', 'ticker_sentiment_score': '0.216955', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.118452', 'ticker_sentiment_score': '0.242232', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FUBO', 'relevance_score': '0.039614', 'ticker_sentiment_score': '0.114882', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.118452', 'ticker_sentiment_score': '0.242232', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Should Investors Change Their Artificial Intelligence  ( AI )  Investment Strategy After the DeepSeek Launch?,https://www.fool.com/investing/2025/02/06/investors-ai-strategy-deepseek/,20250206T130000,['Jennifer Saibil'],"Artificial intelligence ( AI ) has been center stage for the past few years and has driven recent gains in the stock market. Eight out of the nine most valuable companies in the world are directly or indirectly investing in AI programs, and these companies also account for a large amount of the ...",https://g.foolcdn.com/editorial/images/806193/2-people-looking-at-virtual-reality-goggles.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999996'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}]",0.262225,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.045224', 'ticker_sentiment_score': '0.094413', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.045224', 'ticker_sentiment_score': '0.094413', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.390227', 'ticker_sentiment_score': '0.297927', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.045224', 'ticker_sentiment_score': '0.094413', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.090304', 'ticker_sentiment_score': '0.166391', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.045224', 'ticker_sentiment_score': '0.094413', 'ticker_sentiment_label': 'Neutral'}]"
Should You Invest in the Vanguard Information Technology ETF  ( VGT ) ?,https://www.zacks.com/stock/news/2410698/should-you-invest-in-the-vanguard-information-technology-etf-vgt,20250206T112008,['Zacks Equity Research'],Sector ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default134.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.136371,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.135347', 'ticker_sentiment_score': '0.071708', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.135347', 'ticker_sentiment_score': '0.071708', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.135347', 'ticker_sentiment_score': '0.071708', 'ticker_sentiment_label': 'Neutral'}]"
Should Invesco NASDAQ 100 ETF  ( QQQM )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2410696/should-invesco-nasdaq-100-etf-qqqm-be-on-your-investing-radar,20250206T112008,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default279.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.224701,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.123209', 'ticker_sentiment_score': '0.068541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.123209', 'ticker_sentiment_score': '0.068541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.123209', 'ticker_sentiment_score': '0.068541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.301686', 'ticker_sentiment_score': '0.225707', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Should iShares S&P 500 Growth ETF  ( IVW )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2410702/should-ishares-sp-500-growth-etf-ivw-be-on-your-investing-radar,20250206T112007,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default71.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.312852,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.069019', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.069019', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.069019', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.104891', 'ticker_sentiment_label': 'Neutral'}]"
