title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Should Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF  ( GSLC )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2410705/should-goldman-sachs-activebeta-us-large-cap-equity-etf-gslc-be-on-your-investing-radar,20250206T112006,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default251.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.170757,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.12645', 'ticker_sentiment_score': '0.069352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.12645', 'ticker_sentiment_score': '0.069352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.12645', 'ticker_sentiment_score': '0.069352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.30928', 'ticker_sentiment_score': '0.127685', 'ticker_sentiment_label': 'Neutral'}]"
Got 10 Years and $1000? These 3 Artificial Intelligence  ( AI )  Stocks Are Set to Soar.,https://www.fool.com/investing/2025/02/06/got-10-years-and-1000-these-3-artificial-intellige/,20250206T105300,['Justin Pope'],Investing with a longer time horizon empowers investors to zoom out and focus on the big picture. These companies are poised to thrive over the next decade.,https://g.foolcdn.com/editorial/images/805084/ai-stocks-long-term.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",0.260149,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.047654', 'ticker_sentiment_score': '0.178697', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.095138', 'ticker_sentiment_score': '0.189563', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.28008', 'ticker_sentiment_score': '0.315706', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PLTR', 'relevance_score': '0.095138', 'ticker_sentiment_score': '0.109248', 'ticker_sentiment_label': 'Neutral'}]"
"Apple's M5 Chip Enters Mass Production, Set To Power Upcoming MacBook Pro, iPad Pro And Vision Pro: Report Apple's M5 Chip Enters Production At Scale, Set To Boost Macbook Pro, IPad Pro, And Vision Pro - Apple  ( NASDAQ:AAPL ) , Amkor Tech  ( NASDAQ:AMKR ) ",https://www.benzinga.com/markets/25/02/43521639/apples-m5-chip-enters-mass-production-set-to-power-upcoming-macbook-pro-ipad-pro-and-vision-pro-report,20250206T101953,['Namrata Sen'],"The M5 chip, which is projected to power Apple Inc.'s AAPL upcoming MacBook Pro, iPad Pro, and Vision Pro, has reportedly entered mass production. What Happened: The M5 chip is now being produced at scale, with Apple reportedly utilizing new process technology to boost AI performance, according ...",https://cdn.benzinga.com/files/images/story/2025/02/06/Apple-Raises-Monthly-AppleCare-Prices-Fo.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.3596,Bullish,"[{'ticker': 'AMKR', 'relevance_score': '0.18602', 'ticker_sentiment_score': '0.022467', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.589793', 'ticker_sentiment_score': '0.471684', 'ticker_sentiment_label': 'Bullish'}]"
"DeepSeek's AI Model Drives Surge In Chinese Tech Stocks, Closing Gap With US 'Magnificent Seven' - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/markets/25/02/43520950/deepseeks-ai-model-drives-surge-in-chinese-tech-stocks-closing-gap-with-us-magnificent-seven,20250206T091810,['Namrata Sen'],"Chinese technology stocks are witnessing a surge, spearheaded by DeepSeek, thereby closing the valuation gap with the U.S. 'Magnificent Seven.' What Happened: The Hang Seng Tech Index, which includes major players like Tencent Holdings TCEHY, Alibaba Group Holding BABA and Xiaomi, neared a ...",https://cdn.benzinga.com/files/images/story/2025/02/06/6-Best-Chinese-Stocks-To-Buy-In-2024.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.194969,Somewhat-Bullish,"[{'ticker': 'BABA', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.076697', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.051376', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.051376', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.220141', 'ticker_sentiment_score': '-0.079869', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.051376', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.051376', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SZIHF', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.175649', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.07423', 'ticker_sentiment_score': '-0.06753', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XIACY', 'relevance_score': '0.07423', 'ticker_sentiment_score': '-0.060758', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.051376', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.07423', 'ticker_sentiment_score': '-0.060758', 'ticker_sentiment_label': 'Neutral'}]"
"Online Gaming Market to Grow by USD 120.2 Million  ( 2025-2029 )  with Rising Popularity of E-Sports Boosting the Market, Report on AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/02/n43520608/online-gaming-market-to-grow-by-usd-120-2-million-2025-2029-with-rising-popularity-of-e-sports-boo,20250206T083100,['PRNewswire'],"NEW YORK, Feb. 6, 2025 /PRNewswire/ -- Report on how AI is redefining market landscape - The global online gaming market size is estimated to grow by USD 120.2 million from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 18.8% during the forecast period.",https://mma.prnewswire.com/media/2613282/GLOBAL_ONLINE_GAMING_MARKET_REPORT.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}]",0.241093,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NCBDF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NTDOF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GREZF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SQNXF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UBSFF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TCTZF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NTES', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNEJF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NEXOF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'EA', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CCOEF', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TTWO', 'relevance_score': '0.019748', 'ticker_sentiment_score': '0.163162', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Jeff Bezos' $10 Billion Earth Fund Pulls Support From Key Climate Initiative: What Happened? Amazon Founder Jeff Bezos' $10B Earth Fund Halts Backing For Prominent Climate Initiative: What Happened? - Amazon.com  ( NASDAQ:AMZN ) ,https://www.benzinga.com/markets/25/02/43519586/jeff-bezos-10b-earth-fund-pulls-support-from-key-climate-initiative-what-happened,20250206T072130,['Namrata Sen'],"The Earth Fund-a $10 billion initiative founded by Amazon.com Inc. AMZN founder Jeff Bezos-has discontinued its support for the Science Based Targets initiative ( SBTi ) , a major verifier of corporate climate goals that influences how companies like Apple Inc. AAPL and H&M attain a ""net zero"" ...",https://cdn.benzinga.com/files/images/story/2025/02/06/Trump-Memecoin-Achieved-This-Valuation-M_0.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.173599,Somewhat-Bullish,"[{'ticker': 'NYT', 'relevance_score': '0.100308', 'ticker_sentiment_score': '0.13388', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.199037', 'ticker_sentiment_score': '0.022076', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.294682', 'ticker_sentiment_score': '0.035856', 'ticker_sentiment_label': 'Neutral'}]"
"Music Production Software Market to Grow by USD 432.8 Million by 2029, Rising Musicians and Artists Boost Market, Report on How AI is Driving Transformation - Technavio",https://www.benzinga.com/pressreleases/25/02/n43518161/music-production-software-market-to-grow-by-usd-432-8-million-by-2029-rising-musicians-and-artists,20250206T035600,['PRNewswire'],"NEW YORK, Feb. 5, 2025 /PRNewswire/ -- Report with the AI impact on market trends - The global music production software market size is estimated to grow by USD 432.8 million from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of almost 7.7% during the forecast ...",https://mma.prnewswire.com/media/2612167/GLOBAL_MUSIC_PRODUCTION_SOFTWARE_MARKET_REPORT.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.360863,Bullish,"[{'ticker': 'ADBE', 'relevance_score': '0.023957', 'ticker_sentiment_score': '0.04085', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'YAMCF', 'relevance_score': '0.023957', 'ticker_sentiment_score': '0.04085', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.023957', 'ticker_sentiment_score': '0.04085', 'ticker_sentiment_label': 'Neutral'}]"
"Television Market to Grow by USD 73.1 Billion by 2029, Product Innovation, Portfolio Extension, and Premiumization Boost Market, AI-Driven Report - Technavio",https://www.benzinga.com/pressreleases/25/02/n43518082/television-market-to-grow-by-usd-73-1-billion-by-2029-product-innovation-portfolio-extension-and-p,20250206T034500,['PRNewswire'],"NEW YORK, Feb. 5, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global television market size is estimated to grow by USD 73.1 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of over 8.2% during the forecast period.",https://mma.prnewswire.com/media/2612163/Global_Television_Market_Infographic.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.614606'}]",0.207262,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.044843', 'ticker_sentiment_score': '0.03878', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SHCAF', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.044843', 'ticker_sentiment_score': '0.054038', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.044843', 'ticker_sentiment_score': '0.054038', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SWDHF', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PCRFF', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XIACY', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HSHCY', 'relevance_score': '0.022431', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Amazon's 'Remarkable Alexa' Is Coming-Here's What To Expect From The AI Overhaul And Its Potential $10 Monthly Fee - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/media/25/02/43517995/amazons-remarkable-alexa-is-coming-heres-what-to-expect-from-the-ai-overhaul-and-its-potential-10-monthly-f,20250206T032527,['Ananya Gairola'],"Amazon.com, Inc. AMZN is gearing up to introduce a major AI upgrade to its Alexa voice assistant with a press event reportedly in New York on Feb. 26. What Happened: Internally known as ""Banyan"" or ""Remarkable Alexa,"" the upgrade has experienced delays due to concerns about response quality and ...",https://cdn.benzinga.com/files/images/story/2025/02/05/Amazon-Visa-Credit-Card.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.177666,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.195814', 'ticker_sentiment_score': '0.190064', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.290033', 'ticker_sentiment_score': '0.347552', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.098659', 'ticker_sentiment_score': '-0.03438', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.195814', 'ticker_sentiment_score': '0.113473', 'ticker_sentiment_label': 'Neutral'}]"
"Elon Musk's Lenders Cash In $5.5 Billion On Thanks To Investor Demand For X Loans: Report - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/general/social-media/25/02/43517095/elon-musks-lenders-cash-in-55-billion-on-thanks-to-investor-demand-for-x-loans-report,20250206T011926,['Kaustubh Bagalkote'],"Banks have successfully sold $5.5 billion in loans tied to X Corp., the social media platform owned by Elon Musk, amid surging investor demand.",https://cdn.benzinga.com/files/images/story/2025/02/05/Twitter-X.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.201322,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.095914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BCS', 'relevance_score': '0.200688', 'ticker_sentiment_score': '0.042518', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.200688', 'ticker_sentiment_score': '0.042518', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.095914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.297061', 'ticker_sentiment_score': '0.204294', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.10127', 'ticker_sentiment_label': 'Neutral'}]"
"Elon Musk's Lenders Cash In $5.5 Billion Thanks To Investor Demand For X Loans: Report - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/general/social-media/25/02/43517095/elon-musks-lenders-cash-in-5-5-billion-on-thanks-to-investor-demand-for-x-loans-report,20250206T011919,['Kaustubh Bagalkote'],"Banks have successfully sold $5.5 billion in loans tied to X Corp., the social media platform owned by Elon Musk, amid surging investor demand.",https://cdn.benzinga.com/files/images/story/2025/02/06/Twitter-X.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.201322,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.095914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BCS', 'relevance_score': '0.200688', 'ticker_sentiment_score': '0.042518', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.200688', 'ticker_sentiment_score': '0.042518', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.095914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.297061', 'ticker_sentiment_score': '0.204294', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.10127', 'ticker_sentiment_label': 'Neutral'}]"
SiTime Surpasses Earnings Expectations,https://www.fool.com/data-news/2025/02/06/sitime-surpasses-earnings-expectations/,20250206T002522,['JesterAI'],"SiTime reports a strong financial performance for the fourth quarter of 2024, surpassing analyst expectations in revenue and earnings.",https://cdn.content.foolcdn.com/images/1umn9qeh/production/88f3de8e9e1a24a3a824c44986af5b0d57588cc5-5120x2880.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.999696'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.445393,Bullish,"[{'ticker': 'SITM', 'relevance_score': '0.598255', 'ticker_sentiment_score': '0.622377', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.147818', 'ticker_sentiment_score': '0.220409', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
$100 Invested In This Stock 5 Years Ago Would Be Worth This Much Today - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/insights/news/25/02/43514360/100-invested-in-this-stock-5-years-ago-would-be-worth-this-much-today,20250205T221657,['Benzinga Insights'],"Apple AAPL has outperformed the market over the past 5 years by 11.31% on an annualized basis producing an average annual return of 23.81%. Currently, Apple has a market capitalization of $3.49 trillion.",https://www.benzinga.com/files/images/story/2025/1738793813_0.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.238974,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.95919', 'ticker_sentiment_score': '0.384695', 'ticker_sentiment_label': 'Bullish'}]"
"Spotify Analyst Draws Comparison To Apple On Scale, Pricing - Spotify Technology  ( NYSE:SPOT ) ",https://www.benzinga.com/analyst-ratings/downgrades/25/02/43506847/spotify-analyst-draws-comparison-to-apple-on-scale-pricing,20250205T194014,['Anusuya Lahiri'],"Spotify's Q4 revenue grew 16% to $4.53B, beating estimates, as analysts raised price targets despite a slight EPS miss. Analysts expect Spotify's subscriber growth, pricing power, and margin expansion to drive long-term profitability and shareholder value.",https://cdn.benzinga.com/files/images/story/2025/02/05/Spotify-logo-with-phone.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.995973'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.239188,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.047092', 'ticker_sentiment_score': '0.07089', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.09402', 'ticker_sentiment_score': '0.147823', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.557344', 'ticker_sentiment_score': '0.223101', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.09402', 'ticker_sentiment_score': '0.117859', 'ticker_sentiment_label': 'Neutral'}]"
What Drives Billionaire Masayoshi Son?,https://www.fool.com/investing/2025/02/05/what-drives-billionaire-masayoshi-son/,20250205T154600,['Motley Fool Staff'],The man behind SoftBank has now teamed up with OpenAI to invest up to $500 billion in American AI infrastructure over the next four years.,https://g.foolcdn.com/editorial/images/806456/what-does-masayoshi-son-want.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999993'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",0.160576,Somewhat-Bullish,"[{'ticker': 'BABA', 'relevance_score': '0.018194', 'ticker_sentiment_score': '0.095252', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.072682', 'ticker_sentiment_score': '0.049676', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.018194', 'ticker_sentiment_score': '0.084617', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.039227', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.185497', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ORCL', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.082673', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.10434', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.039227', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SHOP', 'relevance_score': '0.018194', 'ticker_sentiment_score': '0.142952', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.133481', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.084575', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NKLA', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.133481', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SFTBF', 'relevance_score': '0.108835', 'ticker_sentiment_score': '0.054257', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WEWOW', 'relevance_score': '0.009098', 'ticker_sentiment_score': '-0.023281', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ARM', 'relevance_score': '0.036379', 'ticker_sentiment_score': '0.113011', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.009098', 'ticker_sentiment_score': '0.04438', 'ticker_sentiment_label': 'Neutral'}]"
